takeoff,takeoff_no,landing,duration,distance,competitors_no,result_place,date,desc,max_alt,max_lift,glider
dobrča,2,"",60,-nan,null,null,"2014-08-19","",null,null,Tandem
dobrča,6,"",180,-nan,null,null,"2014-08-23","",null,null,Tandem
dobrča,4,"",120,-nan,null,null,"2014-08-24","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-03-04","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2015-04-03","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-04-12","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-05-08","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-05-14","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2015-05-19","",null,null,Tandem
dobrča,2,"",60,-nan,null,null,"2015-06-01","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-06-01","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-06-02","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-06-02","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-07","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-07","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-08","",null,null,Tandem
dobrča,2,"",60,-nan,null,null,"2015-06-08","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-09","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-10","",null,null,Tandem
dobrča,3,"",90,-nan,null,null,"2015-06-11","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-12","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-06-18","",null,null,Tandem
vogel,1,"",30,-nan,null,null,"2015-06-21","",null,null,Tandem
dobrča,4,"",120,-nan,null,null,"2015-06-22","",null,null,Tandem
dobrča,2,"",60,-nan,null,null,"2015-06-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-06-28","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2015-06-30","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2015-07-04","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-05","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-05","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-07-07","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-07-07","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-10","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-11","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2015-07-11","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-19","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-19","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-19","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-20","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-20","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-21","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-21","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-21","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-21","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-21","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-22","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-22","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-22","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-23","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-23","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-23","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-07-23","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-24","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-24","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-07-24","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-03","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-08-03","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-04","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-04","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-05","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-06","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-06","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-06","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-07","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-07","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-07","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-08","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-11","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-13","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-13","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-13","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-13","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-14","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-14","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-14","",null,null,Tandem
vogel,1,"",30,-nan,null,null,"2015-08-21","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-08-21","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-22","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-22","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-23","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-26","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2015-08-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-29","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-30","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-08-30","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-08","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-08","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-08","",null,null,Tandem
matajur,1,"",30,-nan,null,null,"2015-09-09","",null,null,Tandem
matajur,1,"",30,-nan,null,null,"2015-09-09","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-09-11","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2015-09-12","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-21","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-21","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-21","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-21","",null,null,Tandem
dobrča,1,"",30,-nan,null,null,"2015-09-21","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-09-22","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-09-22","",null,null,Tandem
vogel,1,"",30,-nan,null,null,"2015-11-06","",null,null,Tandem
vogel,1,"",30,-nan,null,null,"2015-11-06","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2015-11-06","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-11-06","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2015-11-07","",null,null,Tandem
mangart,1,"",30,-nan,null,null,"2015-11-07","",null,null,Tandem
mangart,1,"",30,-nan,null,null,"2015-11-07","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2015-11-08","",null,null,Tandem
ambrož,2,"",60,-nan,null,null,"2015-11-08","",null,null,Tandem
lijak,7,"",140,-nan,null,null,"2016-01-07","",null,null,Tandem
ambrož,2,"",60,-nan,null,null,"2016-02-06","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2016-02-07","",null,null,Tandem
dobrča,4,"",120,-nan,null,null,"2016-02-08","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2016-07-02","",null,null,Tandem
dobrča,4,"",120,-nan,null,null,"2016-07-03","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2016-07-07","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-07-08","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-07-08","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2016-07-09","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2016-07-09","",null,null,Tandem
kobala,3,"",90,-nan,null,null,"2016-07-10","",null,null,Tandem
kobala,3,"",90,-nan,null,null,"2016-07-10","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2016-07-23","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-07-27","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-07-27","",null,null,Tandem
kobala,5,"",150,-nan,null,null,"2016-07-29","",null,null,Tandem
kobala,5,"",150,-nan,null,null,"2016-07-29","",null,null,Tandem
kobala,3,"",90,-nan,null,null,"2016-07-30","",null,null,Tandem
kobala,3,"",90,-nan,null,null,"2016-07-30","",null,null,Tandem
ambrož,1,"",30,-nan,null,null,"2016-08-03","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-08-28","",null,null,Tandem
kobala,1,"",30,-nan,null,null,"2016-08-28","",null,null,Tandem
kobala,3,"",90,-nan,null,null,"2016-08-28","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2016-09-02","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2016-09-02","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2016-09-03","",null,null,Tandem
kobala,2,"",60,-nan,null,null,"2016-09-03","",null,null,Tandem
lijak,6,"",180,-nan,null,null,"2017-01-06","",null,null,Tandem
ambrož,2,"",60,-nan,null,null,"2017-03-28","",null,null,Tandem
lijak,1,"",30,-nan,null,null,"2017-03-31","",null,null,Tandem
